"week_ending_date","state","avg_adm_all_covid_confirmed","pct_chg_avg_adm_all_covid_confirmed_per_100k","total_adm_all_covid_confirmed_past_7days","total_adm_all_covid_confirmed_past_7days_per_100k","sum_adm_all_covid_confirmed","avg_total_patients_hospitalized_covid_confirmed","avg_percent_inpatient_beds_occupied_covid_confirmed","abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed","avg_percent_staff_icu_beds_covid","abs_chg_avg_percent_staff_icu_beds_covid"
"2023-05-27","KS","5.00","-31.37","35.00","1.20","56,187.00","38.00","0.48","-0.13","0.19","-0.37"
"2023-06-03","KS","5.71","14.29","40.00","1.37","56,227.00","38.14","0.49","0.00","0.39","0.19"
"2023-06-10","KS","6.14","7.50","43.00","1.48","56,270.00","34.43","0.44","-0.05","0.57","0.18"
"2023-06-17","KS","3.71","-39.53","26.00","0.89","56,296.00","31.00","0.41","-0.04","0.46","-0.11"
"2023-06-24","KS","2.71","-26.92","19.00","0.65","56,315.00","28.00","0.36","-0.04","0.43","-0.03"
"2023-07-01","KS","4.86","78.95","34.00","1.17","56,349.00","29.14","0.38","0.02","0.47","0.04"
"2023-07-08","KS","4.00","-17.65","28.00","0.96","56,377.00","17.71","0.23","-0.15","0.28","-0.19"
"2023-07-15","KS","5.86","46.43","41.00","1.41","56,418.00","24.29","0.31","0.08","0.36","0.08"
"2023-07-22","KS","3.43","-41.46","24.00","0.82","56,442.00","23.43","0.30","-0.01","0.35","-0.01"
"2023-07-29","KS","5.57","62.50","39.00","1.34","56,481.00","28.14","0.36","0.06","0.54","0.18"
"2023-08-05","KS","7.29","30.77","51.00","1.75","56,532.00","42.00","0.54","0.18","0.78","0.25"
"2023-08-12","KS","7.43","1.96","52.00","1.78","56,584.00","41.57","0.54","-0.00","0.53","-0.25"
"2023-08-19","KS","7.86","5.77","55.00","1.89","56,639.00","45.29","0.58","0.04","0.51","-0.02"
"2023-08-26","KS","14.43","83.64","101.00","3.47","56,740.00","66.86","0.86","0.28","0.86","0.35"
"2023-09-02","KS","15.14","4.95","106.00","3.64","56,846.00","69.86","0.90","0.04","0.91","0.05"
"2023-09-09","KS","19.71","30.19","138.00","4.74","56,984.00","87.86","1.13","0.23","1.30","0.38"
"2023-09-16","KS","18.57","-5.80","130.00","4.46","57,114.00","106.29","1.37","0.24","1.59","0.30"
"2023-09-23","KS","19.29","3.85","135.00","4.63","57,249.00","100.71","1.30","-0.06","1.36","-0.23"
"2023-09-30","KS","15.86","-17.78","111.00","3.81","57,360.00","86.00","1.11","-0.19","1.29","-0.08"
"2023-10-07","KS","17.57","10.81","123.00","4.22","57,483.00","89.71","1.16","0.04","1.24","-0.05"
"2023-10-14","KS","16.57","-5.69","116.00","3.98","57,599.00","77.86","1.01","-0.15","1.14","-0.10"
"2023-10-21","KS","25.00","50.86","175.00","6.01","57,774.00","78.57","1.02","0.01","1.10","-0.04"
"2023-10-28","KS","33.29","33.14","233.00","8.00","58,007.00","92.71","1.20","0.18","1.36","0.26"
"2023-11-04","KS","30.43","-8.58","213.00","7.31","58,220.00","117.43","1.51","0.32","1.67","0.30"
"2023-11-11","KS","29.86","-1.88","209.00","7.17","58,429.00","144.86","1.86","0.35","1.67","0.00"
"2023-11-18","KS","33.29","11.48","233.00","8.00","58,662.00","145.71","1.88","0.01","2.47","0.80"
"2023-11-25","KS","28.00","-15.88","196.00","6.73","58,858.00","154.86","2.01","0.13","2.79","0.32"
"2023-12-02","KS","30.86","10.20","216.00","7.41","59,074.00","157.43","2.04","0.03","2.02","-0.77"
"2023-12-09","KS","37.71","22.22","264.00","9.06","59,338.00","166.86","2.16","0.13","3.23","1.21"
"2023-12-16","KS","43.14","14.39","302.00","10.37","59,640.00","185.57","2.38","0.21","3.55","0.32"
"2023-12-23","KS","40.57","-5.96","284.00","9.75","59,924.00","204.43","2.64","0.26","2.73","-0.82"
"2023-12-30","KS","47.86","17.96","335.00","11.50","60,259.00","217.43","2.80","0.17","2.87","0.15"
"2024-01-06","KS","44.29","-7.46","310.00","10.64","60,569.00","204.29","2.62","-0.19","2.77","-0.11"
"2024-01-13","KS","32.43","-26.77","227.00","7.79","60,796.00","183.00","2.34","-0.27","2.61","-0.16"
"2024-01-20","KS","21.57","-33.48","151.00","5.18","60,947.00","142.86","1.83","-0.52","2.26","-0.35"
"2024-01-27","KS","18.43","-14.57","129.00","4.43","61,076.00","115.86","1.49","-0.34","1.64","-0.62"
"2024-02-03","KS","18.14","-1.55","127.00","4.36","61,203.00","106.29","1.37","-0.12","1.66","0.02"
"2024-02-10","KS","17.14","-5.51","120.00","4.12","61,323.00","98.00","1.27","-0.10","1.85","0.19"
"2024-02-17","KS","17.43","1.67","122.00","4.19","61,445.00","90.86","1.17","-0.09","1.72","-0.13"
"2024-02-24","KS","18.86","8.20","132.00","4.53","61,577.00","92.14","1.22","0.05","1.82","0.10"
"2024-03-02","KS","17.14","-9.09","120.00","4.12","61,697.00","81.14","1.05","-0.17","1.04","-0.78"
"2024-03-09","KS","17.43","1.67","122.00","4.19","61,819.00","82.14","1.06","0.01","1.31","0.27"
"2024-03-16","KS","13.43","-22.95","94.00","3.23","61,913.00","64.71","0.84","-0.22","0.95","-0.36"
"2024-03-23","KS","8.29","-38.30","58.00","1.99","61,971.00","52.57","0.68","-0.16","1.11","0.15"
"2024-03-30","KS","8.14","-1.72","57.00","1.96","62,028.00","50.00","0.65","-0.03","1.11","-0.00"
"2024-04-06","KS","7.29","-10.53","51.00","1.75","62,079.00","45.43","0.59","-0.06","0.90","-0.21"
"2024-04-13","KS","5.43","-25.49","38.00","1.30","62,117.00","35.43","0.46","-0.13","0.52","-0.37"
"2024-04-20","KS","6.57","21.05","46.00","1.58","62,163.00","27.57","0.36","-0.10","0.45","-0.07"
"2024-04-27","KS","4.29","-34.78","30.00","1.03","62,193.00","18.71","0.25","-0.11","0.31","-0.14"
"2020-08-08","KY","159.71","-2.10","1,118.00","25.02","1,230.00","331.29","3.25","0.19","8.01","0.63"
"2020-08-15","KY","224.43","40.52","1,571.00","35.16","2,801.00","405.14","3.70","0.44","8.15","0.13"
"2020-08-22","KY","185.86","-17.19","1,301.00","29.12","4,102.00","394.43","3.50","-0.20","9.33","1.18"
"2020-08-29","KY","255.71","37.59","1,790.00","40.07","5,892.00","382.00","3.35","-0.14","9.20","-0.13"
"2020-09-05","KY","219.43","-14.19","1,536.00","34.38","7,428.00","377.43","3.29","-0.06","7.92","-1.28"
"2020-09-12","KY","309.00","40.82","2,163.00","48.41","9,591.00","383.71","3.27","-0.02","7.73","-0.19"
"2020-09-19","KY","176.43","-42.90","1,235.00","27.64","10,826.00","356.29","3.02","-0.25","6.75","-0.98"
"2020-09-26","KY","158.71","-10.04","1,111.00","24.87","11,937.00","377.57","3.19","0.17","7.33","0.58"
"2020-10-03","KY","134.29","-15.39","940.00","21.04","12,877.00","417.57","3.56","0.37","7.76","0.43"
"2020-10-10","KY","276.57","105.96","1,936.00","43.33","14,813.00","499.29","4.24","0.68","9.97","2.21"
"2020-10-17","KY","156.00","-43.60","1,092.00","24.44","15,905.00","559.57","4.69","0.45","11.08","1.11"
"2020-10-24","KY","197.14","26.37","1,380.00","30.89","17,285.00","646.29","5.45","0.76","12.38","1.30"
"2020-10-31","KY","235.29","19.35","1,647.00","36.86","18,932.00","807.00","6.78","1.33","13.92","1.54"
"2020-11-07","KY","286.29","21.68","2,004.00","44.86","20,936.00","880.14","7.50","0.72","16.27","2.35"
"2020-11-14","KY","324.00","13.17","2,268.00","50.76","23,204.00","1,045.57","8.84","1.33","17.39","1.12"
"2020-11-21","KY","362.29","11.82","2,536.00","56.76","25,740.00","1,238.29","10.46","1.62","20.54","3.15"
"2020-11-28","KY","379.71","4.81","2,658.00","59.49","28,398.00","1,413.43","11.82","1.37","22.12","1.59"
"2020-12-05","KY","422.43","11.25","2,957.00","66.19","31,355.00","1,460.71","12.36","0.53","23.35","1.23"
"2020-12-12","KY","415.43","-1.66","2,908.00","65.09","34,263.00","1,504.57","12.62","0.26","22.63","-0.72"
"2020-12-19","KY","422.86","1.79","2,960.00","66.25","37,223.00","1,573.86","12.88","0.25","21.31","-1.32"
"2020-12-26","KY","401.29","-5.10","2,809.00","62.87","40,032.00","1,456.71","11.86","-1.02","19.50","-1.81"
"2021-01-02","KY","440.71","9.83","3,085.00","69.05","43,117.00","1,470.86","11.86","0.00","18.81","-0.69"
"2021-01-09","KY","436.57","-0.94","3,056.00","68.40","46,173.00","1,586.43","12.75","0.89","18.75","-0.06"
"2021-01-16","KY","447.86","2.59","3,135.00","70.17","49,308.00","1,516.29","12.18","-0.56","18.08","-0.67"
"2021-01-23","KY","392.00","-12.47","2,744.00","61.42","52,052.00","1,491.00","11.94","-0.24","18.62","0.54"
"2021-01-30","KY","367.43","-6.27","2,572.00","57.57","54,624.00","1,379.29","11.05","-0.89","16.97","-1.65"
"2021-02-06","KY","315.71","-14.07","2,210.00","49.47","56,834.00","1,066.14","9.38","-1.67","15.14","-1.83"
"2021-02-13","KY","268.00","-15.11","1,876.00","41.99","58,710.00","1,029.71","8.25","-1.12","13.14","-2.00"
"2021-02-20","KY","226.29","-15.57","1,584.00","35.45","60,294.00","860.00","6.86","-1.39","12.07","-1.07"
"2021-02-27","KY","208.71","-7.77","1,461.00","32.70","61,755.00","760.43","6.08","-0.79","10.31","-1.76"
"2021-03-06","KY","173.00","-17.11","1,211.00","27.11","62,966.00","575.29","4.59","-1.49","7.99","-2.32"
"2021-03-13","KY","151.71","-12.30","1,062.00","23.77","64,028.00","464.00","3.70","-0.89","6.57","-1.42"
"2021-03-20","KY","124.86","-17.70","874.00","19.56","64,902.00","396.00","3.16","-0.54","5.07","-1.50"
"2021-03-27","KY","106.14","-14.99","743.00","16.63","65,645.00","359.71","2.87","-0.29","4.40","-0.67"
"2021-04-03","KY","109.29","2.96","765.00","17.12","66,410.00","331.00","2.64","-0.23","4.08","-0.32"
"2021-04-10","KY","125.57","14.90","879.00","19.67","67,289.00","324.29","2.60","-0.04","4.56","0.48"
"2021-04-17","KY","124.86","-0.57","874.00","19.56","68,163.00","346.14","2.76","0.16","4.59","0.03"
"2021-04-24","KY","117.86","-5.61","825.00","18.47","68,988.00","357.71","2.85","0.10","5.02","0.43"
"2021-05-01","KY","120.29","2.06","842.00","18.85","69,830.00","367.43","2.93","0.08","4.85","-0.17"
"2021-05-08","KY","120.00","-0.24","840.00","18.80","70,670.00","371.00","2.94","0.01","4.89","0.03"
"2021-05-15","KY","116.86","-2.62","818.00","18.31","71,488.00","347.14","2.76","-0.19","5.07","0.18"
"2021-05-22","KY","104.71","-10.39","733.00","16.41","72,221.00","324.00","2.58","-0.18","4.95","-0.12"
"2021-05-29","KY","101.29","-3.27","709.00","15.87","72,930.00","299.71","2.39","-0.18","4.70","-0.25"
"2021-06-05","KY","97.00","-4.23","679.00","15.20","73,609.00","259.86","2.07","-0.32","4.22","-0.49"
"2021-06-12","KY","103.71","6.92","726.00","16.25","74,335.00","221.71","1.77","-0.31","3.48","-0.74"
"2021-06-19","KY","88.71","-14.46","621.00","13.90","74,956.00","186.86","1.49","-0.28","3.05","-0.42"
"2021-06-26","KY","78.57","-11.43","550.00","12.31","75,506.00","168.29","1.34","-0.15","2.67","-0.38"
"2021-07-03","KY","75.57","-3.82","529.00","11.84","76,035.00","162.71","1.30","-0.04","2.77","0.10"
"2021-07-10","KY","74.43","-1.51","521.00","11.66","76,556.00","184.00","1.46","0.17","3.12","0.35"
"2021-07-17","KY","94.14","26.49","659.00","14.75","77,215.00","225.14","1.79","0.33","3.02","-0.10"
"2021-07-24","KY","99.57","5.77","697.00","15.60","77,912.00","346.29","2.76","0.96","5.46","2.44"
"2021-07-31","KY","162.71","63.41","1,139.00","25.49","79,051.00","527.29","4.21","1.45","8.61","3.16"
"2021-08-07","KY","245.71","51.01","1,720.00","38.50","80,771.00","821.00","6.54","2.34","12.36","3.74"
"2021-08-14","KY","332.29","35.23","2,326.00","52.06","83,097.00","1,226.86","9.76","3.21","16.56","4.21"
"2021-08-21","KY","424.14","27.64","2,969.00","66.46","86,066.00","1,540.14","14.13","4.37","23.47","6.91"
"2021-08-28","KY","487.14","14.85","3,410.00","76.33","89,476.00","1,864.71","18.90","4.77","29.34","5.87"
"2021-09-04","KY","552.86","13.49","3,870.00","86.62","93,346.00","2,043.43","20.90","2.00","33.23","3.89"
"2021-09-11","KY","600.14","8.55","4,201.00","94.03","97,547.00","2,219.14","22.40","1.50","33.24","0.00"
"2021-09-18","KY","493.00","-17.85","3,451.00","77.24","100,998.00","2,228.00","22.24","-0.17","34.48","1.24"
"2021-09-25","KY","287.43","-41.70","2,012.00","45.03","103,010.00","2,008.86","20.15","-2.09","33.17","-1.31"
"2021-10-02","KY","224.71","-21.82","1,573.00","35.21","104,583.00","1,715.86","17.31","-2.84","27.90","-5.27"
"2021-10-09","KY","185.29","-17.55","1,297.00","29.03","105,880.00","1,383.29","13.93","-3.38","23.73","-4.17"
"2021-10-16","KY","148.71","-19.74","1,041.00","23.30","106,921.00","1,178.00","11.93","-2.00","20.30","-3.43"
"2021-10-23","KY","137.71","-7.40","964.00","21.58","107,885.00","953.29","9.67","-2.25","17.12","-3.18"
"2021-10-30","KY","118.86","-13.69","832.00","18.62","108,717.00","758.71","7.70","-1.98","14.70","-2.42"
"2021-11-06","KY","99.57","-16.23","697.00","15.60","109,414.00","649.57","6.63","-1.07","11.94","-2.75"
"2021-11-13","KY","100.86","1.29","706.00","15.80","110,120.00","622.43","6.26","-0.37","10.76","-1.18"
"2021-11-20","KY","123.29","22.24","863.00","19.32","110,983.00","664.57","6.66","0.40","11.44","0.68"
"2021-11-27","KY","123.86","0.46","867.00","19.41","111,850.00","732.29","7.48","0.83","12.09","0.65"
"2021-12-04","KY","133.43","7.73","934.00","20.91","112,784.00","835.29","8.45","0.96","14.84","2.76"
"2021-12-11","KY","123.14","-7.71","862.00","19.29","113,646.00","1,016.00","10.43","1.98","17.45","2.61"
"2021-12-18","KY","115.43","-6.26","808.00","18.09","114,454.00","1,054.43","10.99","0.56","17.31","-0.13"
"2021-12-25","KY","130.00","12.62","910.00","20.37","115,364.00","1,064.57","11.14","0.14","17.95","0.63"
"2022-01-01","KY","158.71","22.09","1,111.00","24.87","116,475.00","1,246.71","13.04","1.91","19.21","1.26"
"2022-01-08","KY","199.43","25.65","1,396.00","31.25","117,871.00","1,487.00","15.53","2.48","20.94","1.73"
"2022-01-15","KY","240.00","20.34","1,680.00","37.60","119,551.00","1,774.71","18.29","2.77","23.69","2.74"
"2022-01-22","KY","271.43","13.10","1,900.00","42.53","121,451.00","2,079.57","21.22","2.92","23.67","-0.01"
"2022-01-29","KY","289.71","6.74","2,028.00","45.39","123,479.00","2,273.29","22.60","1.38","25.47","1.80"
"2022-02-05","KY","245.71","-15.19","1,720.00","38.50","125,199.00","2,200.43","21.83","-0.77","24.13","-1.33"
"2022-02-12","KY","218.71","-10.99","1,531.00","34.27","126,730.00","1,949.57","19.09","-2.74","21.09","-3.04"
"2022-02-19","KY","152.29","-30.37","1,066.00","23.86","127,796.00","1,528.14","14.89","-4.20","17.60","-3.49"
"2022-02-26","KY","124.43","-18.29","871.00","19.50","128,667.00","1,131.57","10.99","-3.90","14.09","-3.51"
"2022-03-05","KY","83.00","-33.30","581.00","13.00","129,248.00","737.43","7.25","-3.74","9.72","-4.37"
"2022-03-12","KY","61.71","-25.65","432.00","9.67","129,680.00","512.00","5.03","-2.22","6.70","-3.02"
"2022-03-19","KY","51.00","-17.36","357.00","7.99","130,037.00","335.14","3.30","-1.73","4.56","-2.14"
"2022-03-26","KY","35.43","-30.53","248.00","5.55","130,285.00","249.71","2.45","-0.85","3.50","-1.06"
"2022-04-02","KY","27.29","-22.98","191.00","4.28","130,476.00","190.00","1.89","-0.56","2.41","-1.09"
"2022-04-09","KY","25.00","-8.38","175.00","3.92","130,651.00","150.14","1.53","-0.36","1.62","-0.79"
"2022-04-16","KY","21.57","-13.71","151.00","3.38","130,802.00","126.29","1.25","-0.28","1.05","-0.57"
"2022-04-23","KY","21.00","-2.65","147.00","3.29","130,949.00","119.00","1.17","-0.08","0.84","-0.21"
"2022-04-30","KY","17.86","-14.97","125.00","2.80","131,074.00","118.14","1.17","-0.01","1.03","0.19"
"2022-05-07","KY","18.29","2.40","128.00","2.87","131,202.00","135.14","1.32","0.15","1.18","0.15"
"2022-05-14","KY","28.57","56.25","200.00","4.48","131,402.00","155.86","1.44","0.12","1.32","0.14"
"2022-05-21","KY","40.57","42.00","284.00","6.36","131,686.00","185.00","1.71","0.27","1.54","0.22"
"2022-05-28","KY","50.71","25.00","355.00","7.95","132,041.00","230.57","2.11","0.40","1.43","-0.11"
"2022-06-04","KY","52.00","2.54","364.00","8.15","132,405.00","264.57","2.42","0.31","1.93","0.49"
"2022-06-11","KY","60.00","15.38","420.00","9.40","132,825.00","333.14","3.03","0.61","2.71","0.78"
"2022-06-18","KY","67.14","11.90","470.00","10.52","133,295.00","347.71","3.15","0.12","2.88","0.18"
"2022-06-25","KY","67.14","0.00","470.00","10.52","133,765.00","361.86","3.29","0.14","3.03","0.14"
"2022-07-02","KY","71.00","5.74","497.00","11.12","134,262.00","407.29","3.64","0.35","3.17","0.14"
"2022-07-09","KY","85.00","19.72","595.00","13.32","134,857.00","468.86","4.23","0.59","3.79","0.62"
"2022-07-16","KY","101.29","19.16","709.00","15.87","135,566.00","523.29","4.73","0.50","4.53","0.74"
"2022-07-23","KY","105.00","3.67","735.00","16.45","136,301.00","588.71","5.30","0.57","4.91","0.38"
"2022-07-30","KY","113.71","8.30","796.00","17.82","137,097.00","607.29","5.56","0.26","5.75","0.84"
"2022-08-06","KY","115.71","1.76","810.00","18.13","137,907.00","654.57","5.84","0.29","5.15","-0.60"
"2022-08-13","KY","116.14","0.37","813.00","18.20","138,720.00","631.71","5.64","-0.20","4.46","-0.69"
"2022-08-20","KY","109.00","-6.15","763.00","17.08","139,483.00","590.86","5.40","-0.24","4.90","0.44"
"2022-08-27","KY","111.57","2.36","781.00","17.48","140,264.00","609.43","5.52","0.11","5.53","0.63"
"2022-09-03","KY","113.00","1.28","791.00","17.70","141,055.00","610.86","5.51","-0.01","5.45","-0.08"
"2022-09-10","KY","98.86","-12.52","692.00","15.49","141,747.00","611.29","5.41","-0.10","5.54","0.09"
"2022-09-17","KY","77.14","-21.97","540.00","12.09","142,287.00","477.57","4.34","-1.07","4.68","-0.86"
"2022-09-24","KY","70.86","-8.15","496.00","11.10","142,783.00","405.14","3.68","-0.66","3.87","-0.81"
"2022-10-01","KY","54.71","-22.78","383.00","8.57","143,166.00","349.86","3.14","-0.54","3.01","-0.86"
"2022-10-08","KY","46.86","-14.36","328.00","7.34","143,494.00","296.29","2.66","-0.48","2.53","-0.48"
"2022-10-15","KY","47.43","1.22","332.00","7.43","143,826.00","264.57","2.42","-0.24","1.85","-0.68"
"2022-10-22","KY","46.29","-2.41","324.00","7.25","144,150.00","260.57","2.35","-0.07","2.41","0.57"
"2022-10-29","KY","43.71","-5.56","306.00","6.85","144,456.00","261.86","2.34","-0.00","2.11","-0.31"
"2022-11-05","KY","58.57","33.99","410.00","9.18","144,866.00","309.57","2.77","0.42","2.24","0.14"
"2022-11-12","KY","54.86","-6.34","384.00","8.60","145,250.00","321.14","2.90","0.14","2.33","0.08"
"2022-11-19","KY","41.71","-23.96","292.00","6.54","145,542.00","279.43","2.68","-0.22","2.55","0.23"
"2022-11-26","KY","45.43","8.90","318.00","7.12","145,860.00","240.86","2.39","-0.29","2.10","-0.45"
"2022-12-03","KY","68.00","49.69","476.00","10.65","146,336.00","347.00","3.46","1.07","3.41","1.31"
"2022-12-10","KY","57.86","-14.92","405.00","9.07","146,741.00","349.57","3.53","0.07","3.16","-0.25"
"2022-12-17","KY","62.57","8.15","438.00","9.80","147,179.00","382.29","3.69","0.16","3.12","-0.04"
"2022-12-24","KY","59.71","-4.57","418.00","9.36","147,597.00","427.29","3.76","0.07","3.32","0.20"
"2022-12-31","KY","87.86","47.13","615.00","13.77","148,212.00","474.29","4.34","0.58","3.92","0.60"
"2023-01-07","KY","80.86","-7.97","566.00","12.67","148,778.00","513.00","4.56","0.22","4.35","0.43"
"2023-01-14","KY","66.00","-18.37","462.00","10.34","149,240.00","459.00","4.06","-0.49","4.24","-0.11"
"2023-01-21","KY","58.14","-11.90","407.00","9.11","149,647.00","384.29","3.41","-0.66","3.80","-0.44"
"2023-01-28","KY","55.86","-3.93","391.00","8.75","150,038.00","347.29","3.12","-0.28","3.79","-0.01"
"2023-02-04","KY","60.71","8.70","425.00","9.51","150,463.00","358.57","3.17","0.04","3.47","-0.32"
"2023-02-11","KY","60.43","-0.47","423.00","9.47","150,886.00","347.29","3.06","-0.11","3.14","-0.33"
"2023-02-18","KY","62.43","3.31","437.00","9.78","151,323.00","383.14","3.33","0.27","3.16","0.02"
"2023-02-25","KY","48.71","-21.97","341.00","7.63","151,664.00","328.57","2.90","-0.44","2.90","-0.26"
"2023-03-04","KY","46.43","-4.69","325.00","7.27","151,989.00","305.57","2.65","-0.24","2.58","-0.32"
"2023-03-11","KY","33.43","-28.00","234.00","5.24","152,223.00","245.57","2.12","-0.53","2.34","-0.24"
"2023-03-18","KY","32.14","-3.85","225.00","5.04","152,448.00","207.00","1.84","-0.28","2.12","-0.22"
"2023-03-25","KY","28.43","-11.56","199.00","4.45","152,647.00","205.00","1.81","-0.02","1.88","-0.24"
"2023-04-01","KY","26.43","-7.04","185.00","4.14","152,832.00","186.86","1.67","-0.14","1.60","-0.28"
"2023-04-08","KY","27.57","4.32","193.00","4.32","153,025.00","180.57","1.59","-0.08","1.71","0.10"
"2023-04-15","KY","25.29","-8.29","177.00","3.96","153,202.00","161.29","1.43","-0.16","1.55","-0.16"
"2023-04-22","KY","22.71","-10.17","159.00","3.56","153,361.00","160.00","1.41","-0.03","1.72","0.17"
"2023-04-29","KY","18.86","-16.98","132.00","2.95","153,493.00","143.29","1.24","-0.16","1.39","-0.33"
"2023-05-06","KY","15.86","-15.91","111.00","2.48","153,604.00","119.00","1.04","-0.21","1.13","-0.26"
"2023-05-13","KY","17.00","7.21","119.00","2.66","153,723.00","128.71","1.13","0.09","1.18","0.05"
"2023-05-20","KY","16.14","-5.04","113.00","2.53","153,836.00","113.43","1.00","-0.13","1.07","-0.10"
"2023-05-27","KY","14.71","-8.85","103.00","2.31","153,939.00","102.71","0.92","-0.08","0.87","-0.20"
"2023-06-03","KY","10.57","-28.16","74.00","1.66","154,013.00","82.14","0.72","-0.20","0.75","-0.13"
"2023-06-10","KY","7.71","-27.03","54.00","1.21","154,067.00","61.86","0.55","-0.17","0.51","-0.24"
"2023-06-17","KY","5.71","-25.93","40.00","0.90","154,107.00","43.86","0.39","-0.16","0.47","-0.04"
"2023-06-24","KY","7.29","27.50","51.00","1.14","154,158.00","41.00","0.36","-0.03","0.36","-0.11"
"2023-07-01","KY","8.14","11.76","57.00","1.28","154,215.00","40.71","0.36","-0.00","0.31","-0.05"
"2023-07-08","KY","6.00","-26.32","42.00","0.94","154,257.00","37.57","0.33","-0.03","0.39","0.08"
"2023-07-15","KY","9.14","52.38","64.00","1.43","154,321.00","41.43","0.36","0.02","0.52","0.13"
"2023-07-22","KY","10.29","12.50","72.00","1.61","154,393.00","51.29","0.44","0.09","0.46","-0.06"
"2023-07-29","KY","12.29","19.44","86.00","1.92","154,479.00","62.00","0.55","0.11","0.52","0.06"
"2023-08-05","KY","12.29","0.00","86.00","1.92","154,565.00","74.57","0.66","0.11","0.41","-0.11"
"2023-08-12","KY","23.71","93.02","166.00","3.72","154,731.00","113.43","1.00","0.34","0.76","0.35"
"2023-08-19","KY","27.14","14.46","190.00","4.25","154,921.00","143.29","1.24","0.24","0.94","0.18"
"2023-08-26","KY","32.00","17.89","224.00","5.01","155,145.00","167.43","1.45","0.21","1.16","0.21"
"2023-09-02","KY","40.71","27.23","285.00","6.38","155,430.00","211.43","1.82","0.37","1.83","0.67"
"2023-09-09","KY","49.71","22.11","348.00","7.79","155,778.00","260.29","2.23","0.41","2.22","0.39"
"2023-09-16","KY","45.57","-8.33","319.00","7.14","156,097.00","272.57","2.33","0.10","2.53","0.31"
"2023-09-23","KY","37.71","-17.24","264.00","5.91","156,361.00","250.71","2.15","-0.18","1.76","-0.77"
"2023-09-30","KY","39.71","5.30","278.00","6.22","156,639.00","239.00","2.06","-0.09","1.96","0.20"
"2023-10-07","KY","35.71","-10.07","250.00","5.60","156,889.00","215.57","1.88","-0.18","1.89","-0.07"
"2023-10-14","KY","34.29","-4.00","240.00","5.37","157,129.00","196.86","1.72","-0.16","1.44","-0.44"
"2023-10-21","KY","33.57","-2.08","235.00","5.26","157,364.00","205.71","1.81","0.09","1.57","0.12"
"2023-10-28","KY","34.71","3.40","243.00","5.44","157,607.00","219.71","1.89","0.08","1.39","-0.17"
"2023-11-04","KY","44.43","27.98","311.00","6.96","157,918.00","233.29","2.03","0.13","1.78","0.39"
"2023-11-11","KY","52.57","18.33","368.00","8.24","158,286.00","280.00","2.46","0.43","2.52","0.74"
"2023-11-18","KY","52.29","-0.54","366.00","8.19","158,652.00","311.00","2.67","0.21","3.33","0.81"
"2023-11-25","KY","59.71","14.21","418.00","9.36","159,070.00","359.00","3.18","0.51","3.46","0.12"
"2023-12-02","KY","62.43","4.55","437.00","9.78","159,507.00","382.86","3.28","0.11","3.28","-0.18"
"2023-12-09","KY","69.29","10.98","485.00","10.86","159,992.00","381.00","3.29","0.01","3.41","0.13"
"2023-12-16","KY","64.57","-6.80","452.00","10.12","160,444.00","390.00","3.42","0.13","3.54","0.12"
"2023-12-23","KY","74.86","15.93","524.00","11.73","160,968.00","406.14","3.58","0.16","3.38","-0.16"
"2023-12-30","KY","84.43","12.79","591.00","13.23","161,559.00","455.29","4.03","0.45","3.91","0.53"
"2024-01-06","KY","72.43","-14.21","507.00","11.35","162,066.00","476.00","4.15","0.12","4.50","0.59"
"2024-01-13","KY","67.57","-6.71","473.00","10.59","162,539.00","433.29","3.82","-0.33","4.07","-0.43"
"2024-01-20","KY","52.71","-21.99","369.00","8.26","162,908.00","394.57","3.43","-0.38","3.03","-1.04"
"2024-01-27","KY","45.43","-13.82","318.00","7.12","163,226.00","309.00","2.64","-0.79","1.98","-1.05"
"2024-02-03","KY","39.29","-13.52","275.00","6.16","163,501.00","267.43","2.28","-0.36","1.91","-0.07"
"2024-02-10","KY","37.29","-5.09","261.00","5.84","163,762.00","230.14","1.99","-0.29","1.92","0.01"
"2024-02-17","KY","41.00","9.96","287.00","6.42","164,049.00","222.86","1.93","-0.06","1.84","-0.08"
"2024-02-24","KY","41.43","1.05","290.00","6.49","164,339.00","241.86","2.09","0.15","1.85","0.01"
"2024-03-02","KY","37.57","-9.31","263.00","5.89","164,602.00","223.71","1.94","-0.14","1.77","-0.07"
"2024-03-09","KY","35.86","-4.56","251.00","5.62","164,853.00","203.57","1.77","-0.17","1.56","-0.21"
"2024-03-16","KY","27.14","-24.30","190.00","4.25","165,043.00","171.71","1.47","-0.30","1.60","0.03"
"2024-03-23","KY","21.00","-22.63","147.00","3.29","165,190.00","143.14","1.23","-0.24","1.52","-0.07"
"2024-03-30","KY","18.86","-10.20","132.00","2.95","165,322.00","139.14","1.21","-0.02","1.25","-0.27"
"2024-04-06","KY","15.86","-15.91","111.00","2.48","165,433.00","116.29","1.00","-0.20","0.97","-0.28"
"2024-04-13","KY","16.00","0.90","112.00","2.51","165,545.00","93.29","0.81","-0.19","0.71","-0.26"
"2024-04-20","KY","9.71","-39.29","68.00","1.52","165,613.00","75.57","0.66","-0.15","0.78","0.06"
"2024-04-27","KY","10.57","8.82","74.00","1.66","165,687.00","58.29","0.50","-0.15","0.64","-0.14"
