"week_ending_date","state","avg_adm_all_covid_confirmed","pct_chg_avg_adm_all_covid_confirmed_per_100k","total_adm_all_covid_confirmed_past_7days","total_adm_all_covid_confirmed_past_7days_per_100k","sum_adm_all_covid_confirmed","avg_total_patients_hospitalized_covid_confirmed","avg_percent_inpatient_beds_occupied_covid_confirmed","abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed","avg_percent_staff_icu_beds_covid","abs_chg_avg_percent_staff_icu_beds_covid"
"2023-09-23","Region 5","389.14","5.91","2,724.00","5.18","1,032,508.00","2,050.29","1.87","0.09","1.44","0.05"
"2023-09-30","Region 5","375.86","-3.41","2,631.00","5.01","1,035,139.00","2,106.14","1.93","0.06","1.56","0.12"
"2023-10-07","Region 5","360.00","-4.22","2,520.00","4.80","1,037,659.00","1,943.71","1.76","-0.16","1.56","0.00"
"2023-10-14","Region 5","325.86","-9.48","2,281.00","4.34","1,039,940.00","1,770.71","1.61","-0.15","1.26","-0.30"
"2023-10-21","Region 5","368.57","13.11","2,580.00","4.91","1,042,520.00","1,944.57","1.77","0.16","1.37","0.11"
"2023-10-28","Region 5","408.86","10.93","2,862.00","5.45","1,045,382.00","2,067.14","1.88","0.11","1.51","0.14"
"2023-11-04","Region 5","366.00","-10.48","2,562.00","4.88","1,047,944.00","2,035.29","1.85","-0.03","1.54","0.03"
"2023-11-11","Region 5","435.57","19.01","3,049.00","5.80","1,050,993.00","2,283.71","2.08","0.23","1.66","0.13"
"2023-11-18","Region 5","522.71","20.01","3,659.00","6.96","1,054,652.00","2,602.71","2.36","0.29","1.81","0.15"
"2023-11-25","Region 5","592.71","13.39","4,149.00","7.90","1,058,801.00","3,092.71","2.82","0.45","2.13","0.32"
"2023-12-02","Region 5","757.14","27.74","5,300.00","10.09","1,064,101.00","3,798.57","3.43","0.62","2.74","0.62"
"2023-12-09","Region 5","742.57","-1.92","5,198.00","9.89","1,069,299.00","4,019.57","3.63","0.19","2.86","0.11"
"2023-12-16","Region 5","770.00","3.69","5,390.00","10.26","1,074,689.00","4,172.57","3.76","0.13","3.17","0.31"
"2023-12-23","Region 5","865.00","12.34","6,055.00","11.52","1,080,744.00","4,415.71","3.97","0.22","3.36","0.18"
"2023-12-30","Region 5","1,009.57","16.71","7,067.00","13.45","1,087,811.00","4,986.29","4.53","0.56","3.71","0.36"
"2024-01-06","Region 5","896.57","-11.19","6,276.00","11.94","1,094,087.00","5,357.14","4.81","0.28","4.04","0.33"
"2024-01-13","Region 5","744.86","-16.92","5,214.00","9.92","1,099,301.00","4,651.00","4.16","-0.65","3.73","-0.32"
"2024-01-20","Region 5","564.29","-24.24","3,950.00","7.52","1,103,251.00","3,804.29","3.41","-0.75","3.05","-0.68"
"2024-01-27","Region 5","464.43","-17.70","3,251.00","6.19","1,106,502.00","3,020.00","2.71","-0.70","2.46","-0.59"
"2024-02-03","Region 5","421.43","-9.26","2,950.00","5.61","1,109,452.00","2,665.14","2.40","-0.31","2.22","-0.24"
"2024-02-10","Region 5","396.57","-5.90","2,776.00","5.28","1,112,228.00","2,361.57","2.15","-0.24","2.03","-0.19"
"2024-02-17","Region 5","393.86","-0.68","2,757.00","5.25","1,114,985.00","2,233.71","2.02","-0.13","1.80","-0.23"
"2024-02-24","Region 5","381.71","-3.08","2,672.00","5.09","1,117,657.00","2,133.57","1.94","-0.08","1.72","-0.07"
"2024-03-02","Region 5","331.57","-13.14","2,321.00","4.42","1,119,978.00","1,983.43","1.80","-0.14","1.64","-0.09"
"2024-03-09","Region 5","283.00","-14.65","1,981.00","3.77","1,121,959.00","1,723.71","1.56","-0.24","1.34","-0.29"
"2024-03-16","Region 5","245.14","-13.38","1,716.00","3.27","1,123,675.00","1,454.29","1.32","-0.24","1.20","-0.14"
"2024-03-23","Region 5","200.86","-18.07","1,406.00","2.68","1,125,081.00","1,188.71","1.08","-0.24","1.06","-0.14"
"2024-03-30","Region 5","176.43","-12.16","1,235.00","2.35","1,126,316.00","1,067.14","0.97","-0.11","0.85","-0.21"
"2024-04-06","Region 5","171.57","-2.75","1,201.00","2.29","1,127,517.00","969.29","0.88","-0.08","0.82","-0.03"
"2024-04-13","Region 5","143.57","-16.32","1,005.00","1.91","1,128,522.00","855.86","0.78","-0.10","0.69","-0.13"
"2024-04-20","Region 5","120.71","-15.92","845.00","1.61","1,129,367.00","748.57","0.69","-0.10","0.65","-0.04"
"2024-04-27","Region 5","99.71","-17.40","698.00","1.33","1,130,065.00","595.71","0.55","-0.14","0.45","-0.19"
"2020-08-08","Region 6","1,030.29","-10.45","7,212.00","16.88","8,332.00","8,171.00","9.98","-0.64","23.68","-0.10"
"2020-08-15","Region 6","908.29","-11.84","6,358.00","14.88","14,690.00","8,052.43","9.30","-0.68","21.40","-2.29"
"2020-08-22","Region 6","825.71","-9.09","5,780.00","13.53","20,470.00","7,497.29","8.49","-0.81","18.29","-3.11"
"2020-08-29","Region 6","739.29","-10.47","5,175.00","12.11","25,645.00","6,266.00","7.05","-1.44","15.95","-2.33"
"2020-09-05","Region 6","670.14","-9.35","4,691.00","10.98","30,336.00","5,560.57","6.18","-0.87","14.30","-1.65"
"2020-09-12","Region 6","625.29","-6.69","4,377.00","10.25","34,713.00","4,944.71","5.50","-0.67","12.61","-1.69"
"2020-09-19","Region 6","652.71","4.39","4,569.00","10.70","39,282.00","4,610.71","5.05","-0.45","11.71","-0.90"
"2020-09-26","Region 6","677.43","3.79","4,742.00","11.10","44,024.00","4,617.57","5.06","0.00","11.31","-0.40"
"2020-10-03","Region 6","705.57","4.15","4,939.00","11.56","48,963.00","4,722.00","5.15","0.09","11.52","0.21"
"2020-10-10","Region 6","835.43","18.40","5,848.00","13.69","54,811.00","5,163.71","5.61","0.46","11.89","0.37"
"2020-10-17","Region 6","1,006.29","20.45","7,044.00","16.49","61,855.00","5,929.71","6.40","0.79","13.25","1.36"
"2020-10-24","Region 6","1,138.29","13.12","7,968.00","18.65","69,823.00","6,861.86","7.36","0.96","14.95","1.70"
"2020-10-31","Region 6","1,138.29","0.00","7,968.00","18.65","77,791.00","7,699.00","8.31","0.95","16.04","1.09"
"2020-11-07","Region 6","1,290.00","13.33","9,030.00","21.14","86,821.00","8,328.86","8.85","0.54","17.17","1.14"
"2020-11-14","Region 6","1,513.86","17.35","10,597.00","24.81","97,418.00","9,514.86","9.80","0.95","17.82","0.64"
"2020-11-21","Region 6","1,848.43","22.10","12,939.00","30.29","110,357.00","11,313.57","11.37","1.56","20.82","3.01"
"2020-11-28","Region 6","1,799.86","-2.63","12,599.00","29.49","122,956.00","12,341.86","12.72","1.36","23.38","2.56"
"2020-12-05","Region 6","1,879.00","4.40","13,153.00","30.79","136,109.00","13,176.57","13.51","0.79","25.68","2.30"
"2020-12-12","Region 6","1,948.57","3.70","13,640.00","31.93","149,749.00","13,459.43","13.80","0.29","26.22","0.54"
"2020-12-19","Region 6","2,042.00","4.79","14,294.00","33.46","164,043.00","14,163.14","14.41","0.61","26.86","0.65"
"2020-12-26","Region 6","2,231.29","9.27","15,619.00","36.56","179,662.00","15,284.86","15.85","1.44","27.76","0.90"
"2021-01-02","Region 6","2,601.86","16.61","18,213.00","42.64","197,875.00","17,074.14","17.95","2.10","29.45","1.68"
"2021-01-09","Region 6","2,799.14","7.58","19,594.00","45.87","217,469.00","18,961.00","19.73","1.78","31.42","1.97"
"2021-01-16","Region 6","2,627.14","-6.14","18,390.00","43.05","235,859.00","19,223.00","19.92","0.19","32.27","0.85"
"2021-01-23","Region 6","2,326.57","-11.44","16,286.00","38.13","252,145.00","18,263.00","18.89","-1.04","30.55","-1.71"
"2021-01-30","Region 6","2,014.57","-13.41","14,102.00","33.01","266,247.00","16,308.00","16.85","-2.04","28.26","-2.30"
"2021-02-06","Region 6","1,724.43","-14.40","12,071.00","28.26","278,318.00","13,869.71","14.36","-2.49","25.32","-2.94"
"2021-02-13","Region 6","1,362.57","-20.98","9,538.00","22.33","287,856.00","11,572.14","12.01","-2.35","22.65","-2.67"
"2021-02-20","Region 6","990.29","-27.32","6,932.00","16.23","294,788.00","9,320.86","10.33","-1.68","19.38","-3.26"
"2021-02-27","Region 6","970.29","-2.02","6,792.00","15.90","301,580.00","8,243.71","8.58","-1.75","16.45","-2.93"
"2021-03-06","Region 6","782.57","-19.35","5,478.00","12.82","307,058.00","6,708.43","6.98","-1.60","13.95","-2.50"
"2021-03-13","Region 6","676.00","-13.62","4,732.00","11.08","311,790.00","5,538.43","5.80","-1.17","11.73","-2.22"
"2021-03-20","Region 6","577.71","-14.54","4,044.00","9.47","315,834.00","4,757.57","5.01","-0.79","10.21","-1.52"
"2021-03-27","Region 6","522.00","-9.64","3,654.00","8.55","319,488.00","4,202.71","4.41","-0.60","8.78","-1.43"
"2021-04-03","Region 6","490.14","-6.10","3,431.00","8.03","322,919.00","3,687.43","3.89","-0.52","7.95","-0.83"
"2021-04-10","Region 6","496.14","1.22","3,473.00","8.13","326,392.00","3,476.57","3.67","-0.21","7.81","-0.14"
"2021-04-17","Region 6","541.14","9.07","3,788.00","8.87","330,180.00","3,609.71","3.81","0.13","7.58","-0.23"
"2021-04-24","Region 6","495.29","-8.47","3,467.00","8.12","333,647.00","3,573.57","3.79","-0.02","7.61","0.03"
"2021-05-01","Region 6","487.00","-1.67","3,409.00","7.98","337,056.00","3,418.43","3.63","-0.16","7.67","0.05"
"2021-05-08","Region 6","456.86","-6.19","3,198.00","7.49","340,254.00","3,297.57","3.50","-0.14","7.53","-0.14"
"2021-05-15","Region 6","427.86","-6.35","2,995.00","7.01","343,249.00","3,052.57","3.26","-0.24","6.99","-0.54"
"2021-05-22","Region 6","389.29","-9.02","2,725.00","6.38","345,974.00","2,835.29","3.03","-0.23","6.54","-0.45"
"2021-05-29","Region 6","369.71","-5.03","2,588.00","6.06","348,562.00","2,583.86","2.77","-0.26","5.88","-0.66"
"2021-06-05","Region 6","328.57","-11.13","2,300.00","5.38","350,862.00","2,247.43","2.42","-0.35","5.42","-0.46"
"2021-06-12","Region 6","323.86","-1.43","2,267.00","5.31","353,129.00","2,176.00","2.32","-0.10","5.28","-0.14"
"2021-06-19","Region 6","309.00","-4.59","2,163.00","5.06","355,292.00","2,194.43","2.37","0.05","5.21","-0.07"
"2021-06-26","Region 6","326.14","5.55","2,283.00","5.34","357,575.00","2,181.43","2.40","0.03","5.45","0.24"
"2021-07-03","Region 6","376.71","15.51","2,637.00","6.17","360,212.00","2,311.00","2.53","0.14","5.59","0.14"
"2021-07-10","Region 6","503.57","33.67","3,525.00","8.25","363,737.00","2,839.43","3.14","0.61","6.77","1.18"
"2021-07-17","Region 6","708.71","40.74","4,961.00","11.61","368,698.00","3,972.43","4.33","1.18","9.29","2.52"
"2021-07-24","Region 6","1,052.29","48.48","7,366.00","17.24","376,064.00","5,838.71","6.32","2.00","13.08","3.79"
"2021-07-31","Region 6","1,550.43","47.34","10,853.00","25.41","386,917.00","8,850.86","9.71","3.39","18.46","5.38"
"2021-08-07","Region 6","2,114.14","36.36","14,799.00","34.64","401,716.00","12,432.86","13.72","4.01","24.44","5.98"
"2021-08-14","Region 6","2,546.86","20.47","17,828.00","41.74","419,544.00","16,140.43","17.82","4.10","30.24","5.80"
"2021-08-21","Region 6","2,566.71","0.78","17,967.00","42.06","437,511.00","18,259.00","20.12","2.30","34.49","4.25"
"2021-08-28","Region 6","2,468.43","-3.83","17,279.00","40.45","454,790.00","19,213.43","21.06","0.94","37.63","3.14"
"2021-09-04","Region 6","2,339.71","-5.21","16,378.00","38.34","471,168.00","18,779.00","20.61","-0.45","37.25","-0.38"
"2021-09-11","Region 6","2,143.43","-8.39","15,004.00","35.12","486,172.00","17,818.57","19.57","-1.04","35.44","-1.80"
"2021-09-18","Region 6","1,918.71","-10.48","13,431.00","31.44","499,603.00","16,287.00","17.92","-1.64","33.32","-2.12"
"2021-09-25","Region 6","1,559.86","-18.70","10,919.00","25.56","510,522.00","14,235.14","15.60","-2.33","30.40","-2.92"
"2021-10-02","Region 6","1,245.43","-20.16","8,718.00","20.41","519,240.00","11,613.14","12.79","-2.81","26.32","-4.09"
"2021-10-09","Region 6","1,032.71","-17.08","7,229.00","16.92","526,469.00","9,414.29","10.48","-2.31","22.14","-4.17"
"2021-10-16","Region 6","852.14","-17.49","5,965.00","13.96","532,434.00","7,668.57","8.52","-1.95","18.83","-3.32"
"2021-10-23","Region 6","716.71","-15.89","5,017.00","11.74","537,451.00","6,299.00","6.97","-1.55","16.07","-2.76"
"2021-10-30","Region 6","607.00","-15.31","4,249.00","9.95","541,700.00","5,284.00","5.88","-1.09","13.94","-2.13"
"2021-11-06","Region 6","515.29","-15.11","3,607.00","8.44","545,307.00","4,504.57","5.04","-0.85","11.85","-2.08"
"2021-11-13","Region 6","538.86","4.57","3,772.00","8.83","549,079.00","4,160.43","4.63","-0.41","10.74","-1.11"
"2021-11-20","Region 6","550.14","2.09","3,851.00","9.02","552,930.00","4,203.00","4.69","0.06","10.74","-0.00"
"2021-11-27","Region 6","516.86","-6.05","3,618.00","8.47","556,548.00","3,915.43","4.96","0.27","10.88","0.14"
"2021-12-04","Region 6","666.43","28.94","4,665.00","10.92","561,213.00","4,614.14","5.19","0.24","11.61","0.73"
"2021-12-11","Region 6","730.57","9.62","5,114.00","11.97","566,327.00","5,028.43","5.63","0.44","11.88","0.27"
"2021-12-18","Region 6","711.86","-2.56","4,983.00","11.67","571,310.00","5,174.86","5.82","0.19","12.15","0.27"
"2021-12-25","Region 6","871.14","22.38","6,098.00","14.28","577,408.00","5,449.86","6.29","0.47","12.74","0.59"
"2022-01-01","Region 6","1,644.43","88.77","11,511.00","26.95","588,919.00","8,051.86","9.29","3.00","15.13","2.39"
"2022-01-08","Region 6","2,351.14","42.98","16,458.00","38.53","605,377.00","12,361.71","14.08","4.79","19.89","4.76"
"2022-01-15","Region 6","2,921.14","24.24","20,448.00","47.87","625,825.00","16,622.57","18.59","4.50","25.19","5.30"
"2022-01-22","Region 6","3,109.29","6.44","21,765.00","50.95","647,590.00","18,818.00","20.93","2.35","27.88","2.70"
"2022-01-29","Region 6","2,943.29","-5.34","20,603.00","48.23","668,193.00","19,195.57","21.28","0.35","29.18","1.30"
"2022-02-05","Region 6","2,378.43","-19.19","16,649.00","38.98","684,842.00","17,145.14","18.99","-2.29","28.70","-0.48"
"2022-02-12","Region 6","1,565.29","-34.19","10,957.00","25.65","695,799.00","12,039.86","14.68","-4.31","23.66","-5.04"
"2022-02-19","Region 6","1,139.71","-27.19","7,978.00","18.68","703,777.00","9,562.57","10.64","-4.04","18.25","-5.41"
"2022-02-26","Region 6","736.57","-35.37","5,156.00","12.07","708,933.00","6,587.29","7.38","-3.26","13.10","-5.15"
"2022-03-05","Region 6","534.71","-27.40","3,743.00","8.76","712,676.00","4,595.14","5.15","-2.22","9.21","-3.89"
"2022-03-12","Region 6","389.00","-27.25","2,723.00","6.37","715,399.00","3,221.14","3.62","-1.53","6.42","-2.79"
"2022-03-19","Region 6","290.14","-25.41","2,031.00","4.75","717,430.00","2,354.71","2.68","-0.94","5.00","-1.42"
"2022-03-26","Region 6","237.00","-18.32","1,659.00","3.88","719,089.00","1,777.86","2.02","-0.66","3.58","-1.42"
"2022-04-02","Region 6","204.86","-13.56","1,434.00","3.36","720,523.00","1,415.29","1.61","-0.41","2.86","-0.72"
"2022-04-09","Region 6","180.57","-11.85","1,264.00","2.96","721,787.00","1,190.43","1.36","-0.25","2.32","-0.54"
"2022-04-16","Region 6","164.29","-9.02","1,150.00","2.69","722,937.00","1,019.29","1.17","-0.19","1.95","-0.37"
"2022-04-23","Region 6","159.71","-2.78","1,118.00","2.62","724,055.00","941.14","1.08","-0.08","1.70","-0.25"
"2022-04-30","Region 6","150.14","-5.99","1,051.00","2.46","725,106.00","919.86","1.06","-0.02","1.64","-0.06"
"2022-05-07","Region 6","164.71","9.71","1,153.00","2.70","726,259.00","917.00","1.06","0.00","1.51","-0.13"
"2022-05-14","Region 6","186.71","13.36","1,307.00","3.06","727,566.00","922.14","1.06","0.00","1.49","-0.03"
"2022-05-21","Region 6","220.71","18.21","1,545.00","3.62","729,111.00","1,060.71","1.22","0.16","1.65","0.16"
"2022-05-28","Region 6","276.57","25.31","1,936.00","4.53","731,047.00","1,259.57","1.46","0.24","1.88","0.23"
"2022-06-04","Region 6","340.14","22.99","2,381.00","5.57","733,428.00","1,560.00","1.81","0.35","2.10","0.22"
"2022-06-11","Region 6","406.29","19.45","2,844.00","6.66","736,272.00","1,895.86","2.18","0.37","2.51","0.41"
"2022-06-18","Region 6","494.57","21.73","3,462.00","8.10","739,734.00","2,321.57","2.68","0.49","3.08","0.58"
"2022-06-25","Region 6","588.14","18.92","4,117.00","9.64","743,851.00","2,764.29","3.18","0.51","3.52","0.44"
"2022-07-02","Region 6","690.43","17.39","4,833.00","11.31","748,684.00","3,324.14","3.84","0.65","4.32","0.80"
"2022-07-09","Region 6","798.71","15.68","5,591.00","13.09","754,275.00","3,902.14","4.53","0.70","5.06","0.74"
"2022-07-16","Region 6","892.86","11.79","6,250.00","14.63","760,525.00","4,498.86","5.21","0.67","5.79","0.74"
"2022-07-23","Region 6","941.86","5.49","6,593.00","15.43","767,118.00","4,862.57","5.65","0.45","6.20","0.41"
"2022-07-30","Region 6","898.86","-4.57","6,292.00","14.73","773,410.00","5,047.14","5.83","0.18","6.69","0.49"
"2022-08-06","Region 6","843.00","-6.21","5,901.00","13.81","779,311.00","4,832.29","5.56","-0.27","6.20","-0.50"
"2022-08-13","Region 6","786.71","-6.68","5,507.00","12.89","784,818.00","4,474.71","5.17","-0.39","5.90","-0.29"
"2022-08-20","Region 6","686.43","-12.75","4,805.00","11.25","789,623.00","4,154.00","4.82","-0.36","5.85","-0.06"
"2022-08-27","Region 6","658.86","-4.02","4,612.00","10.80","794,235.00","3,797.14","4.40","-0.41","5.22","-0.62"
"2022-09-03","Region 6","644.57","-2.17","4,512.00","10.56","798,747.00","3,593.29","4.16","-0.25","4.77","-0.45"
"2022-09-10","Region 6","578.86","-10.20","4,052.00","9.49","802,799.00","3,356.00","3.91","-0.25","4.49","-0.27"
"2022-09-17","Region 6","530.57","-8.34","3,714.00","8.69","806,513.00","2,976.57","3.42","-0.48","3.80","-0.69"
"2022-09-24","Region 6","460.71","-13.17","3,225.00","7.55","809,738.00","2,654.14","3.04","-0.39","3.65","-0.15"
"2022-10-01","Region 6","360.86","-21.67","2,526.00","5.91","812,264.00","2,303.57","2.65","-0.39","3.25","-0.40"
"2022-10-08","Region 6","317.86","-11.92","2,225.00","5.21","814,489.00","1,921.57","2.21","-0.44","2.96","-0.29"
"2022-10-15","Region 6","271.71","-14.52","1,902.00","4.45","816,391.00","1,648.00","1.89","-0.31","2.49","-0.47"
"2022-10-22","Region 6","257.71","-5.15","1,804.00","4.22","818,195.00","1,509.86","1.75","-0.15","2.17","-0.33"
"2022-10-29","Region 6","260.71","1.16","1,825.00","4.27","820,020.00","1,507.00","1.73","-0.02","2.11","-0.06"
"2022-11-05","Region 6","246.71","-5.37","1,727.00","4.04","821,747.00","1,411.43","1.64","-0.09","1.97","-0.14"
"2022-11-12","Region 6","263.00","6.60","1,841.00","4.31","823,588.00","1,424.29","1.63","-0.01","2.03","0.05"
"2022-11-19","Region 6","279.14","6.14","1,954.00","4.57","825,542.00","1,459.71","1.67","0.04","2.07","0.04"
"2022-11-26","Region 6","355.14","27.23","2,486.00","5.82","828,028.00","1,775.71","2.08","0.40","2.76","0.69"
"2022-12-03","Region 6","479.43","35.00","3,356.00","7.86","831,384.00","2,493.00","2.85","0.78","3.42","0.66"
"2022-12-10","Region 6","509.29","6.23","3,565.00","8.35","834,949.00","2,834.00","3.21","0.36","3.82","0.41"
"2022-12-17","Region 6","529.43","3.96","3,706.00","8.68","838,655.00","3,007.29","3.47","0.25","3.92","0.09"
"2022-12-24","Region 6","571.00","7.85","3,997.00","9.36","842,652.00","3,169.14","3.74","0.27","4.29","0.37"
"2022-12-31","Region 6","750.86","31.50","5,256.00","12.30","847,908.00","3,624.43","4.35","0.61","5.12","0.83"
"2023-01-07","Region 6","790.86","5.33","5,536.00","12.96","853,444.00","4,455.29","5.20","0.85","6.03","0.92"
"2023-01-14","Region 6","704.14","-10.96","4,929.00","11.54","858,373.00","4,381.43","5.06","-0.15","6.25","0.22"
"2023-01-21","Region 6","585.86","-16.80","4,101.00","9.60","862,474.00","3,723.86","4.33","-0.73","5.56","-0.69"
"2023-01-28","Region 6","525.00","-10.39","3,675.00","8.60","866,149.00","3,200.43","3.73","-0.61","4.69","-0.87"
"2023-02-04","Region 6","457.43","-12.87","3,202.00","7.50","869,351.00","2,922.00","3.43","-0.29","4.35","-0.33"
"2023-02-11","Region 6","457.57","0.03","3,203.00","7.50","872,554.00","2,721.86","3.19","-0.25","3.98","-0.37"
"2023-02-18","Region 6","428.14","-6.43","2,997.00","7.02","875,551.00","2,544.71","2.97","-0.22","3.81","-0.17"
"2023-02-25","Region 6","404.14","-5.61","2,829.00","6.62","878,380.00","2,389.57","2.81","-0.16","3.55","-0.26"
"2023-03-04","Region 6","366.71","-9.26","2,567.00","6.01","880,947.00","2,279.86","2.65","-0.16","3.47","-0.08"
"2023-03-11","Region 6","337.71","-7.91","2,364.00","5.53","883,311.00","2,082.29","2.46","-0.18","3.17","-0.30"
"2023-03-18","Region 6","292.29","-13.45","2,046.00","4.79","885,357.00","1,792.71","2.13","-0.34","2.81","-0.36"
"2023-03-25","Region 6","292.86","0.20","2,050.00","4.80","887,407.00","1,657.14","1.95","-0.17","2.59","-0.22"
"2023-04-01","Region 6","259.86","-11.27","1,819.00","4.26","889,226.00","1,580.71","1.86","-0.09","2.37","-0.22"
"2023-04-08","Region 6","258.00","-0.71","1,806.00","4.23","891,032.00","1,471.57","1.73","-0.13","2.09","-0.28"
"2023-04-15","Region 6","259.71","0.66","1,818.00","4.26","892,850.00","1,400.14","1.67","-0.06","2.01","-0.08"
"2023-04-22","Region 6","228.14","-12.16","1,597.00","3.74","894,447.00","1,343.29","1.61","-0.06","1.95","-0.06"
"2023-04-29","Region 6","194.00","-14.97","1,358.00","3.18","895,805.00","1,192.71","1.41","-0.19","1.69","-0.26"
"2023-05-06","Region 6","185.00","-4.64","1,295.00","3.03","897,100.00","1,104.71","1.32","-0.09","1.56","-0.13"
"2023-05-13","Region 6","172.14","-6.95","1,205.00","2.82","898,305.00","1,030.00","1.22","-0.10","1.55","-0.00"
"2023-05-20","Region 6","153.29","-10.95","1,073.00","2.51","899,378.00","898.86","1.07","-0.15","1.31","-0.24"
"2023-05-27","Region 6","130.43","-14.91","913.00","2.14","900,291.00","810.43","0.96","-0.11","1.20","-0.11"
"2023-06-03","Region 6","124.14","-4.82","869.00","2.03","901,160.00","789.43","0.94","-0.02","1.17","-0.03"
"2023-06-10","Region 6","109.86","-11.51","769.00","1.80","901,929.00","695.43","0.83","-0.11","1.01","-0.17"
"2023-06-17","Region 6","102.14","-7.02","715.00","1.67","902,644.00","612.57","0.73","-0.10","0.96","-0.05"
"2023-06-24","Region 6","88.71","-13.15","621.00","1.45","903,265.00","579.14","0.69","-0.03","1.05","0.09"
"2023-07-01","Region 6","98.29","10.79","688.00","1.61","903,953.00","596.71","0.70","0.01","0.91","-0.14"
"2023-07-08","Region 6","92.86","-5.52","650.00","1.52","904,603.00","574.29","0.68","-0.02","0.86","-0.06"
"2023-07-15","Region 6","126.71","36.46","887.00","2.08","905,490.00","647.00","0.76","0.08","0.94","0.09"
"2023-07-22","Region 6","154.00","21.53","1,078.00","2.52","906,568.00","748.71","0.89","0.12","1.05","0.10"
"2023-07-29","Region 6","169.14","9.83","1,184.00","2.77","907,752.00","857.71","1.02","0.14","1.20","0.15"
"2023-08-05","Region 6","193.00","14.10","1,351.00","3.16","909,103.00","1,013.29","1.21","0.19","1.18","-0.02"
"2023-08-12","Region 6","222.86","15.47","1,560.00","3.65","910,663.00","1,202.57","1.44","0.23","1.34","0.16"
"2023-08-19","Region 6","272.00","22.05","1,904.00","4.46","912,567.00","1,365.43","1.61","0.18","1.53","0.19"
"2023-08-26","Region 6","324.29","19.22","2,270.00","5.31","914,837.00","1,586.71","1.87","0.25","1.88","0.36"
"2023-09-02","Region 6","381.86","17.75","2,673.00","6.26","917,510.00","1,873.43","2.22","0.36","2.45","0.57"
"2023-09-09","Region 6","416.86","9.17","2,918.00","6.83","920,428.00","2,082.86","2.47","0.25","2.47","0.02"
"2023-09-16","Region 6","371.71","-10.83","2,602.00","6.09","923,030.00","1,999.14","2.36","-0.11","2.61","0.14"
"2023-09-23","Region 6","338.57","-8.92","2,370.00","5.55","925,400.00","1,802.57","2.13","-0.23","2.45","-0.15"
"2023-09-30","Region 6","288.86","-14.68","2,022.00","4.73","927,422.00","1,674.71","1.97","-0.16","2.41","-0.05"
"2023-10-07","Region 6","253.29","-12.31","1,773.00","4.15","929,195.00","1,491.71","1.77","-0.20","2.10","-0.30"
"2023-10-14","Region 6","240.43","-5.08","1,683.00","3.94","930,878.00","1,369.57","1.63","-0.14","1.86","-0.25"
"2023-10-21","Region 6","213.14","-11.35","1,492.00","3.49","932,370.00","1,310.00","1.56","-0.08","1.77","-0.09"
"2023-10-28","Region 6","257.71","20.91","1,804.00","4.22","934,174.00","1,376.00","1.62","0.07","1.71","-0.06"
"2023-11-04","Region 6","236.86","-8.09","1,658.00","3.88","935,832.00","1,398.86","1.66","0.03","1.95","0.24"
"2023-11-11","Region 6","275.43","16.28","1,928.00","4.51","937,760.00","1,466.57","1.74","0.09","1.99","0.04"
"2023-11-18","Region 6","248.71","-9.70","1,741.00","4.08","939,501.00","1,451.00","1.75","0.01","1.77","-0.21"
"2023-11-25","Region 6","257.00","3.33","1,799.00","4.21","941,300.00","1,462.14","1.80","0.05","1.93","0.16"
"2023-12-02","Region 6","295.43","14.95","2,068.00","4.84","943,368.00","1,593.00","1.95","0.15","2.11","0.18"
"2023-12-09","Region 6","314.43","6.43","2,201.00","5.15","945,569.00","1,779.14","2.14","0.19","2.34","0.23"
"2023-12-16","Region 6","348.14","10.72","2,437.00","5.71","948,006.00","2,027.71","2.38","0.24","2.56","0.21"
"2023-12-23","Region 6","413.57","18.79","2,895.00","6.78","950,901.00","2,190.57","2.58","0.21","2.82","0.26"
"2023-12-30","Region 6","449.00","8.57","3,143.00","7.36","954,044.00","2,385.14","2.85","0.27","3.12","0.30"
"2024-01-06","Region 6","500.57","11.49","3,504.00","8.20","957,548.00","2,807.43","3.22","0.37","3.46","0.34"
"2024-01-13","Region 6","441.00","-11.90","3,087.00","7.23","960,635.00","2,749.29","3.18","-0.05","3.37","-0.09"
"2024-01-20","Region 6","392.43","-11.01","2,747.00","6.43","963,382.00","2,546.00","2.98","-0.19","3.28","-0.09"
"2024-01-27","Region 6","394.43","0.51","2,761.00","6.46","966,143.00","2,388.57","2.79","-0.20","3.14","-0.14"
"2024-02-03","Region 6","398.57","1.05","2,790.00","6.53","968,933.00","2,337.29","2.71","-0.07","3.05","-0.09"
"2024-02-10","Region 6","402.14","0.90","2,815.00","6.59","971,748.00","2,378.43","2.78","0.07","3.01","-0.04"
"2024-02-17","Region 6","370.71","-7.82","2,595.00","6.07","974,343.00","2,242.14","2.64","-0.14","2.88","-0.13"
"2024-02-24","Region 6","326.14","-12.02","2,283.00","5.34","976,626.00","2,059.14","2.41","-0.23","2.65","-0.24"
"2024-03-02","Region 6","286.14","-12.26","2,003.00","4.69","978,629.00","1,903.29","2.23","-0.18","2.49","-0.15"
"2024-03-09","Region 6","260.71","-8.89","1,825.00","4.27","980,454.00","1,720.57","2.02","-0.21","2.28","-0.21"
"2024-03-16","Region 6","204.43","-21.59","1,431.00","3.35","981,885.00","1,470.43","1.74","-0.28","1.96","-0.32"
